estado_abrev,regional_nome,municipio,municipio_id_sdv
MG,Alfenas,Conceição da Aparecida,311710
MG,Alfenas,Divisa Nova,312240
MG,Alfenas,Fama,312520
MG,Alfenas,Guaranésia,312830
MG,Alfenas,Guaxupé,312870
MG,Alfenas,Juruaia,313690
MG,Alfenas,Machado,313900
MG,Alfenas,Monte Belo,314300
MG,Alfenas,Muzambinho,314410
MG,Alfenas,Nova Resende,314510
MG,Alfenas,Paraguaçu,314720
MG,Alfenas,Poço Fundo,315170
MG,Alfenas,São Pedro da União,316390
MG,Alfenas,Serrania,316690
MG,Barbacena,Alfredo Vasconcelos,310163
MG,Barbacena,Alto Rio Doce,310210
MG,Barbacena,Antônio Carlos,310290
MG,Barbacena,Barbacena,310560
MG,Barbacena,Capela Nova,311220
MG,Barbacena,Caranaíba,311310
MG,Barbacena,Carandaí,311320
MG,Barbacena,Casa Grande,311490
MG,Barbacena,Catas Altas da Noruega,311540
MG,Barbacena,Cipotânea,311630
MG,Barbacena,Congonhas,311800
MG,Barbacena,Conselheiro Lafaiete,311830
MG,Barbacena,Cristiano Otoni,312040
MG,Barbacena,Desterro do Melo,312150
MG,Barbacena,Ibertioga,312940
MG,Barbacena,Itaverava,313390
MG,Barbacena,Jeceaba,313540
MG,Barbacena,Lamim,313790
MG,Barbacena,Ouro Branco,314590
MG,Barbacena,Paiva,314660
MG,Barbacena,Piranga,315080
MG,Barbacena,Queluzito,315380
MG,Barbacena,Ressaquinha,315440
MG,Barbacena,Rio Espera,315520
MG,Barbacena,Santa Bárbara do Tugúrio,315730
MG,Barbacena,Santa Rita de Ibitipoca,315940
MG,Barbacena,Santana do Garambéu,315870
MG,Barbacena,Santana dos Montes,315910
MG,Barbacena,São Brás do Suaçuí,316090
MG,Barbacena,Senhora de Oliveira,316600
MG,Barbacena,Senhora dos Remédios,316620
MG,Belo Horizonte,Belo Horizonte,310620
MG,Belo Horizonte,Belo Vale,310640
MG,Belo Horizonte,Betim,310670
MG,Belo Horizonte,Bonfim,310810
MG,Belo Horizonte,Brumadinho,310900
MG,Belo Horizonte,Caeté,311000
MG,Belo Horizonte,Confins,311787
MG,Belo Horizonte,Contagem,311860
MG,Belo Horizonte,Crucilândia,312060
MG,Belo Horizonte,Esmeraldas,312410
MG,Belo Horizonte,Florestal,312600
MG,Belo Horizonte,Ibirité,312980
MG,Belo Horizonte,Igarapé,313010
MG,Belo Horizonte,Itabirito,313190
MG,Belo Horizonte,Jaboticatubas,313460
MG,Belo Horizonte,Juatuba,313665
MG,Belo Horizonte,Lagoa Santa,313760
MG,Belo Horizonte,Mariana,314000
MG,Belo Horizonte,Mário Campos,314015
MG,Belo Horizonte,Mateus Leme,314070
MG,Belo Horizonte,Matozinhos,314110
MG,Belo Horizonte,Moeda,314230
MG,Belo Horizonte,Nova Lima,314480
MG,Belo Horizonte,Nova União,313660
MG,Belo Horizonte,Ouro Preto,314610
MG,Belo Horizonte,Pedro Leopoldo,314930
MG,Belo Horizonte,Piedade dos Gerais,315040
MG,Belo Horizonte,Raposos,315390
MG,Belo Horizonte,Ribeirão das Neves,315460
MG,Belo Horizonte,Rio Acima,315480
MG,Belo Horizonte,Rio Manso,315530
MG,Belo Horizonte,Sabará,315670
MG,Belo Horizonte,Santa Luzia,315780
MG,Belo Horizonte,Santana do Riacho,315900
MG,Belo Horizonte,São Joaquim de Bicas,316292
MG,Belo Horizonte,São José da Lapa,316295
MG,Belo Horizonte,Sarzedo,316553
MG,Belo Horizonte,Taquaraçu de Minas,316830
MG,Belo Horizonte,Vespasiano,317120
MG,Coronel Fabriciano,Açucena,310050
MG,Coronel Fabriciano,Antônio Dias,310300
MG,Coronel Fabriciano,Belo Oriente,310630
MG,Coronel Fabriciano,Bom Jesus do Galho,310780
MG,Coronel Fabriciano,Braúnas,310880
MG,Coronel Fabriciano,Bugre,310925
MG,Coronel Fabriciano,Caratinga,311340
MG,Coronel Fabriciano,Coronel Fabriciano,311940
MG,Coronel Fabriciano,Córrego Novo,312000
MG,Coronel Fabriciano,Dionísio,312180
MG,Coronel Fabriciano,Dom Cavati,312250
MG,Coronel Fabriciano,Entre Folhas,312385
MG,Coronel Fabriciano,Iapu,312930
MG,Coronel Fabriciano,Imbé de Minas,313055
MG,Coronel Fabriciano,Inhapim,313090
MG,Coronel Fabriciano,Ipaba,313115
MG,Coronel Fabriciano,Ipatinga,313130
MG,Coronel Fabriciano,Jaguaraçu,313500
MG,Coronel Fabriciano,Joanésia,313610
MG,Coronel Fabriciano,Marliéria,314030
MG,Coronel Fabriciano,Mesquita,314170
MG,Coronel Fabriciano,Naque,314435
MG,Coronel Fabriciano,Periquito,314995
MG,Coronel Fabriciano,Piedade de Caratinga,315015
MG,Coronel Fabriciano,Pingo-d'Água,315053
MG,Coronel Fabriciano,Santa Bárbara do Leste,315725
MG,Coronel Fabriciano,Santa Rita de Minas,315935
MG,Coronel Fabriciano,Santana do Paraíso,315895
MG,Coronel Fabriciano,São Domingos das Dores,316095
MG,Coronel Fabriciano,São João do Oriente,316260
MG,Coronel Fabriciano,São Sebastião do Anta,316447
MG,Coronel Fabriciano,Timóteo,316870
MG,Coronel Fabriciano,Ubaporanga,317005
MG,Coronel Fabriciano,Vargem Alegre,317057
MG,Coronel Fabriciano,Vermelho Novo,317115
MG,Diamantina,Alvorada de Minas,310240
MG,Diamantina,Araçuaí,310340
MG,Diamantina,Aricanduva,310445
MG,Diamantina,Berilo,310650
MG,Diamantina,Capelinha,311230
MG,Diamantina,Carbonita,311350
MG,Diamantina,Chapada do Norte,311610
MG,Diamantina,Coluna,311680
MG,Diamantina,Conceição do Mato Dentro,311750
MG,Diamantina,Congonhas do Norte,311810
MG,Diamantina,Coronel Murta,311950
MG,Diamantina,Couto de Magalhães de Minas,312010
MG,Diamantina,Datas,312100
MG,Diamantina,Diamantina,312160
MG,Diamantina,Felício dos Santos,312540
MG,Diamantina,Francisco Badaró,312650
MG,Diamantina,Gouveia,312760
MG,Diamantina,Itamarandiba,313250
MG,Diamantina,Jenipapo de Minas,313545
MG,Diamantina,José Gonçalves de Minas,313652
MG,Diamantina,Leme do Prado,313835
MG,Diamantina,Materlândia,314060
MG,Diamantina,Minas Novas,314180
MG,Diamantina,Presidente Kubitschek,315330
MG,Diamantina,Rio Vermelho,315600
MG,Diamantina,Sabinópolis,315680
MG,Diamantina,Santo Antônio do Itambé,316020
MG,Diamantina,São Gonçalo do Rio Preto,312550
MG,Diamantina,Senador Modestino Gonçalves,316590
MG,Diamantina,Serra Azul de Minas,316650
MG,Diamantina,Serro,316710
MG,Diamantina,Turmalina,316970
MG,Diamantina,Veredinha,317107
MG,Diamantina,Virgem da Lapa,317160
MG,Divinópolis,Aguanil,310080
MG,Divinópolis,Araújos,310390
MG,Divinópolis,Arcos,310420
MG,Divinópolis,Bambuí,310510
MG,Divinópolis,Bom Despacho,310740
MG,Divinópolis,Bom Sucesso,310800
MG,Divinópolis,Camacho,311040
MG,Divinópolis,Campo Belo,311120
MG,Divinópolis,Cana Verde,311190
MG,Divinópolis,Candeias,311200
MG,Divinópolis,Carmo da Mata,311400
MG,Divinópolis,Carmo do Cajuru,311420
MG,Divinópolis,Carmópolis de Minas,311450
MG,Divinópolis,Cláudio,311660
MG,Divinópolis,Conceição do Pará,311760
MG,Divinópolis,Córrego Danta,311980
MG,Divinópolis,Córrego Fundo,311995
MG,Divinópolis,Cristais,312020
MG,Divinópolis,Divinópolis,312230
MG,Divinópolis,Dores do Indaiá,312320
MG,Divinópolis,Estrela do Indaiá,312470
MG,Divinópolis,Formiga,312610
MG,Divinópolis,Igaratinga,313020
MG,Divinópolis,Iguatama,313030
MG,Divinópolis,Itaguara,313220
MG,Divinópolis,Itapecerica,313350
MG,Divinópolis,Itatiaiuçu,313370
MG,Divinópolis,Itaúna,313380
MG,Divinópolis,Japaraíba,313530
MG,Divinópolis,Lagoa da Prata,313720
MG,Divinópolis,Leandro Ferreira,313830
MG,Divinópolis,Luz,313880
MG,Divinópolis,Martinho Campos,314050
MG,Divinópolis,Medeiros,314130
MG,Divinópolis,Moema,314240
MG,Divinópolis,Nova Serrana,314520
MG,Divinópolis,Oliveira,314560
MG,Divinópolis,Onça de Pitangui,314580
MG,Divinópolis,Pains,314650
MG,Divinópolis,Pará de Minas,314710
MG,Divinópolis,Passa Tempo,314770
MG,Divinópolis,Pedra do Indaiá,314890
MG,Divinópolis,Perdigão,314970
MG,Divinópolis,Pimenta,315050
MG,Divinópolis,Piracema,315060
MG,Divinópolis,Pitangui,315140
MG,Divinópolis,Santana do Jacaré,315880
MG,Divinópolis,Santo Antônio do Amparo,315990
MG,Divinópolis,Santo Antônio do Monte,316040
MG,Divinópolis,São Francisco de Paula,316120
MG,Divinópolis,São Gonçalo do Pará,316180
MG,Divinópolis,São José da Varginha,316310
MG,Divinópolis,São Sebastião do Oeste,316460
MG,Divinópolis,Serra da Saudade,316660
MG,Divinópolis,Tapiraí,316820
MG,Governador Valadares,Água Boa,310060
MG,Governador Valadares,Aimorés,310110
MG,Governador Valadares,Alpercata,310180
MG,Governador Valadares,Alvarenga,310220
MG,Governador Valadares,Cantagalo,311205
MG,Governador Valadares,Capitão Andrade,311265
MG,Governador Valadares,Central de Minas,311570
MG,Governador Valadares,Conselheiro Pena,311840
MG,Governador Valadares,Coroaci,311920
MG,Governador Valadares,Cuparaque,312083
MG,Governador Valadares,Divino das Laranjeiras,312210
MG,Governador Valadares,Divinolândia de Minas,312220
MG,Governador Valadares,Engenheiro Caldas,312370
MG,Governador Valadares,Fernandes Tourinho,312580
MG,Governador Valadares,Frei Inocêncio,312690
MG,Governador Valadares,Frei Lagonegro,312695
MG,Governador Valadares,Galiléia,312730
MG,Governador Valadares,Goiabeira,312737
MG,Governador Valadares,Gonzaga,312750
MG,Governador Valadares,Governador Valadares,312770
MG,Governador Valadares,Itabirinha,313180
MG,Governador Valadares,Itanhomi,313320
MG,Governador Valadares,Itueta,313410
MG,Governador Valadares,Jampruca,313507
MG,Governador Valadares,José Raydan,313655
MG,Governador Valadares,Mantena,313960
MG,Governador Valadares,Marilac,314010
MG,Governador Valadares,Mathias Lobato,317150
MG,Governador Valadares,Mendes Pimentel,314150
MG,Governador Valadares,Nacip Raydan,314420
MG,Governador Valadares,Nova Belém,314467
MG,Governador Valadares,Paulistas,314840
MG,Governador Valadares,Peçanha,314860
MG,Governador Valadares,Resplendor,315430
MG,Governador Valadares,Santa Efigênia de Minas,315750
MG,Governador Valadares,Santa Maria do Suaçuí,315820
MG,Governador Valadares,Santa Rita do Itueto,315950
MG,Governador Valadares,São Félix de Minas,316105
MG,Governador Valadares,São Geraldo da Piedade,316160
MG,Governador Valadares,São Geraldo do Baixio,316165
MG,Governador Valadares,São João do Manteninha,316257
MG,Governador Valadares,São João Evangelista,316280
MG,Governador Valadares,São José da Safira,316300
MG,Governador Valadares,São José do Jacuri,316350
MG,Governador Valadares,São Pedro do Suaçuí,316410
MG,Governador Valadares,São Sebastião do Maranhão,316450
MG,Governador Valadares,Sardoá,316550
MG,Governador Valadares,Sobrália,316770
MG,Governador Valadares,Tarumirim,316840
MG,Governador Valadares,Tumiritinga,316950
MG,Governador Valadares,Virgolândia,317190
MG,Itabira,Barão de Cocais,310540
MG,Itabira,Bela Vista de Minas,310600
MG,Itabira,Bom Jesus do Amparo,310770
MG,Itabira,Carmésia,311380
MG,Itabira,Catas Altas,311535
MG,Itabira,Dom Joaquim,312260
MG,Itabira,Dores de Guanhães,312310
MG,Itabira,Ferros,312590
MG,Itabira,Guanhães,312800
MG,Itabira,Itabira,313170
MG,Itabira,Itambé do Mato Dentro,313280
MG,Itabira,João Monlevade,313620
MG,Itabira,Morro do Pilar,314370
MG,Itabira,Nova Era,314470
MG,Itabira,Passabém,314750
MG,Itabira,Rio Piracicaba,315570
MG,Itabira,Santa Bárbara,315720
MG,Itabira,Santa Maria de Itabira,315800
MG,Itabira,Santo Antônio do Rio Abaixo,316050
MG,Itabira,São Domingos do Prata,316100
MG,Itabira,São Gonçalo do Rio Abaixo,316190
MG,Itabira,São Sebastião do Rio Preto,316480
MG,Itabira,Senhora do Porto,316610
MG,Itabira,Virginópolis,317180
MG,Ituiutaba,Cachoeira Dourada,310980
MG,Ituiutaba,Campina Verde,311110
MG,Ituiutaba,Canápolis,311180
MG,Ituiutaba,Capinópolis,311260
MG,Ituiutaba,Centralina,311580
MG,Ituiutaba,Gurinhatã,312910
MG,Ituiutaba,Ipiaçu,313140
MG,Ituiutaba,Ituiutaba,313420
MG,Ituiutaba,Santa Vitória,315980
MG,Januária,Bonito de Minas,310825
MG,Januária,Brasília de Minas,310860
MG,Januária,Campo Azul,311115
MG,Januária,Cônego Marinho,311783
MG,Januária,Ibiracatu,312965
MG,Januária,Icaraí de Minas,313005
MG,Januária,Itacarambi,313210
MG,Januária,Januária,313520
MG,Januária,Japonvar,313535
MG,Januária,Juvenília,313695
MG,Januária,Lontra,313865
MG,Januária,Luislândia,313868
MG,Januária,Manga,313930
MG,Januária,Mirabela,314200
MG,Januária,Miravânia,314225
MG,Januária,Montalvânia,314270
MG,Januária,Patis,314795
MG,Januária,Pedras de Maria da Cruz,314915
MG,Januária,Pintópolis,315057
MG,Januária,São Francisco,316110
MG,Januária,São João da Ponte,316240
MG,Januária,São João das Missões,316245
MG,Januária,São Romão,316420
MG,Januária,Ubaí,317000
MG,Januária,Urucuia,317052
MG,Januária,Varzelândia,317090
MG,Juiz de Fora,Andrelândia,310280
MG,Juiz de Fora,Aracitaba,310330
MG,Juiz de Fora,Arantina,310360
MG,Juiz de Fora,Belmiro Braga,310610
MG,Juiz de Fora,Bias Fortes,310680
MG,Juiz de Fora,Bicas,310690
MG,Juiz de Fora,Bocaina de Minas,310720
MG,Juiz de Fora,Bom Jardim de Minas,310750
MG,Juiz de Fora,Chácara,311590
MG,Juiz de Fora,Chiador,311620
MG,Juiz de Fora,Coronel Pacheco,311960
MG,Juiz de Fora,Descoberto,312130
MG,Juiz de Fora,Ewbank da Câmara,312500
MG,Juiz de Fora,Goianá,312738
MG,Juiz de Fora,Guarará,312850
MG,Juiz de Fora,Juiz de Fora,313670
MG,Juiz de Fora,Liberdade,313850
MG,Juiz de Fora,Lima Duarte,313860
MG,Juiz de Fora,Mar de Espanha,313980
MG,Juiz de Fora,Maripá de Minas,314020
MG,Juiz de Fora,Matias Barbosa,314080
MG,Juiz de Fora,Olaria,314540
MG,Juiz de Fora,Oliveira Fortes,314570
MG,Juiz de Fora,Passa-Vinte,314780
MG,Juiz de Fora,Pedro Teixeira,314940
MG,Juiz de Fora,Pequeri,314950
MG,Juiz de Fora,Piau,315010
MG,Juiz de Fora,Rio Novo,315540
MG,Juiz de Fora,Rio Preto,315590
MG,Juiz de Fora,Rochedo de Minas,315620
MG,Juiz de Fora,Santa Bárbara do Monte Verde,315727
MG,Juiz de Fora,Santa Rita de Jacutinga,315930
MG,Juiz de Fora,Santana do Deserto,315860
MG,Juiz de Fora,Santos Dumont,316070
MG,Juiz de Fora,São João Nepomuceno,316290
MG,Juiz de Fora,Senador Cortes,316560
MG,Juiz de Fora,Simão Pereira,316750
MG,Leopoldina,Além Paraíba,310150
MG,Leopoldina,Argirita,310440
MG,Leopoldina,Astolfo Dutra,310460
MG,Leopoldina,Cataguases,311530
MG,Leopoldina,Dona Eusébia,312290
MG,Leopoldina,Estrela Dalva,312460
MG,Leopoldina,Itamarati de Minas,313260
MG,Leopoldina,Laranjal,313800
MG,Leopoldina,Leopoldina,313840
MG,Leopoldina,Palma,314670
MG,Leopoldina,Pirapetinga,315110
MG,Leopoldina,Recreio,315410
MG,Leopoldina,Santana de Cataguases,315840
MG,Leopoldina,Santo Antônio do Aventureiro,316000
MG,Leopoldina,Volta Grande,317210
MG,Manhumirim,Abre Campo,310030
MG,Manhumirim,Alto Caparaó,310205
MG,Manhumirim,Alto Jequitibá,315350
MG,Manhumirim,Caiana,311010
MG,Manhumirim,Caparaó,311210
MG,Manhumirim,Caputira,311290
MG,Manhumirim,Carangola,311330
MG,Manhumirim,Chalé,311600
MG,Manhumirim,Conceição de Ipanema,311740
MG,Manhumirim,Divino,312200
MG,Manhumirim,Durandé,312352
MG,Manhumirim,Espera Feliz,312420
MG,Manhumirim,Faria Lemos,312530
MG,Manhumirim,Fervedouro,312595
MG,Manhumirim,Ipanema,313120
MG,Manhumirim,Lajinha,313770
MG,Manhumirim,Luisburgo,313867
MG,Manhumirim,Manhuaçu,313940
MG,Manhumirim,Manhumirim,313950
MG,Manhumirim,Martins Soares,314053
MG,Manhumirim,Matipó,314090
MG,Manhumirim,Mutum,314400
MG,Manhumirim,Orizânia,314587
MG,Manhumirim,Pedra Bonita,314875
MG,Manhumirim,Pedra Dourada,314900
MG,Manhumirim,Pocrane,315190
MG,Manhumirim,Reduto,315415
MG,Manhumirim,Santa Margarida,315790
MG,Manhumirim,Santana do Manhuaçu,315890
MG,Manhumirim,São João do Manhuaçu,316255
MG,Manhumirim,São José do Mantimento,316360
MG,Manhumirim,Sericita,316630
MG,Manhumirim,Simonésia,316760
MG,Manhumirim,Taparuba,316805
MG,Manhumirim,Tombos,316920
MG,Montes Claros,Berizal,310665
MG,Montes Claros,Bocaiúva,310730
MG,Montes Claros,Botumirim,310850
MG,Montes Claros,Capitão Enéas,311270
MG,Montes Claros,Catuti,311547
MG,Montes Claros,Claro dos Poções,311650
MG,Montes Claros,Coração de Jesus,311880
MG,Montes Claros,Cristália,312030
MG,Montes Claros,Curral de Dentro,312087
MG,Montes Claros,Engenheiro Navarro,312380
MG,Montes Claros,Espinosa,312430
MG,Montes Claros,Francisco Dumont,312660
MG,Montes Claros,Francisco Sá,312670
MG,Montes Claros,Fruta de Leite,312707
MG,Montes Claros,Gameleiras,312733
MG,Montes Claros,Glaucilândia,312735
MG,Montes Claros,Grão Mogol,312780
MG,Montes Claros,Guaraciama,312825
MG,Montes Claros,Indaiabira,313065
MG,Montes Claros,Itacambira,313200
MG,Montes Claros,Jaíba,313505
MG,Montes Claros,Janaúba,313510
MG,Montes Claros,Jequitaí,313560
MG,Montes Claros,Joaquim Felício,313640
MG,Montes Claros,Josenópolis,313657
MG,Montes Claros,Juramento,313680
MG,Montes Claros,Lagoa dos Patos,313730
MG,Montes Claros,Mamonas,313925
MG,Montes Claros,Matias Cardoso,314085
MG,Montes Claros,Mato Verde,314100
MG,Montes Claros,Monte Azul,314290
MG,Montes Claros,Montes Claros,314330
MG,Montes Claros,Montezuma,314345
MG,Montes Claros,Ninheira,314465
MG,Montes Claros,Nova Porteirinha,314505
MG,Montes Claros,Novorizonte,314537
MG,Montes Claros,Olhos-d'Água,314545
MG,Montes Claros,Padre Carvalho,314625
MG,Montes Claros,Pai Pedro,314655
MG,Montes Claros,Porteirinha,315220
MG,Montes Claros,Riacho dos Machados,315450
MG,Montes Claros,Rio Pardo de Minas,315560
MG,Montes Claros,Rubelita,315650
MG,Montes Claros,Salinas,315700
MG,Montes Claros,Santa Cruz de Salinas,315737
MG,Montes Claros,Santo Antônio do Retiro,316045
MG,Montes Claros,São João da Lagoa,316225
MG,Montes Claros,São João do Pacuí,316265
MG,Montes Claros,São João do Paraíso,316270
MG,Montes Claros,Serranópolis de Minas,316695
MG,Montes Claros,Taiobeiras,316800
MG,Montes Claros,Vargem Grande do Rio Pardo,317065
MG,Montes Claros,Verdelândia,317103
MG,Passos,Alpinópolis,310190
MG,Passos,Bom Jesus da Penha,310760
MG,Passos,Capetinga,311240
MG,Passos,Capitólio,311280
MG,Passos,Cássia,311510
MG,Passos,Claraval,311640
MG,Passos,Delfinópolis,312120
MG,Passos,Doresópolis,312340
MG,Passos,Fortaleza de Minas,312630
MG,Passos,Guapé,312810
MG,Passos,Ibiraci,312970
MG,Passos,Itamogi,313290
MG,Passos,Itaú de Minas,313375
MG,Passos,Jacuí,313480
MG,Passos,Monte Santo de Minas,314320
MG,Passos,Passos,314790
MG,Passos,Piumhi,315150
MG,Passos,Pratápolis,315290
MG,Passos,São João Batista do Glória,316220
MG,Passos,São José da Barra,316294
MG,Passos,São Roque de Minas,316430
MG,Passos,São Sebastião do Paraíso,316470
MG,Passos,São Tomás de Aquino,316510
MG,Passos,Vargem Bonita,317060
MG,Patos de Minas,Arapuá,310380
MG,Patos de Minas,Carmo do Paranaíba,311430
MG,Patos de Minas,Cruzeiro da Fortaleza,312070
MG,Patos de Minas,Guarda-Mor,312860
MG,Patos de Minas,Guimarânia,312890
MG,Patos de Minas,João Pinheiro,313630
MG,Patos de Minas,Lagamar,313710
MG,Patos de Minas,Lagoa Formosa,313750
MG,Patos de Minas,Lagoa Grande,313753
MG,Patos de Minas,Matutina,314120
MG,Patos de Minas,Patos de Minas,314800
MG,Patos de Minas,Presidente Olegário,315340
MG,Patos de Minas,Rio Paranaíba,315550
MG,Patos de Minas,Santa Rosa da Serra,315970
MG,Patos de Minas,São Gonçalo do Abaeté,316170
MG,Patos de Minas,São Gotardo,316210
MG,Patos de Minas,Serra do Salitre,316680
MG,Patos de Minas,Tiros,316890
MG,Patos de Minas,Varjão de Minas,317075
MG,Patos de Minas,Vazante,317100
MG,Pedra Azul,Águas Vermelhas,310100
MG,Pedra Azul,Almenara,310170
MG,Pedra Azul,Bandeira,310520
MG,Pedra Azul,Cachoeira de Pajeú,310270
MG,Pedra Azul,Comercinho,311700
MG,Pedra Azul,Divisa Alegre,312235
MG,Pedra Azul,Divisópolis,312245
MG,Pedra Azul,Felisburgo,312560
MG,Pedra Azul,Itaobim,313330
MG,Pedra Azul,Itinga,313400
MG,Pedra Azul,Jacinto,313470
MG,Pedra Azul,Jequitinhonha,313580
MG,Pedra Azul,Joaíma,313600
MG,Pedra Azul,Jordânia,313650
MG,Pedra Azul,Mata Verde,314055
MG,Pedra Azul,Medina,314140
MG,Pedra Azul,Monte Formoso,314315
MG,Pedra Azul,Palmópolis,314675
MG,Pedra Azul,Pedra Azul,314870
MG,Pedra Azul,Ponto dos Volantes,315217
MG,Pedra Azul,Rio do Prado,315510
MG,Pedra Azul,Rubim,315660
MG,Pedra Azul,Salto da Divisa,315710
MG,Pedra Azul,Santa Maria do Salto,315810
MG,Pedra Azul,Santo Antônio do Jacinto,316030
MG,Pirapora,Buritizeiro,310940
MG,Pirapora,Ibiaí,312960
MG,Pirapora,Lassance,313810
MG,Pirapora,Pirapora,315120
MG,Pirapora,Ponto Chique,315213
MG,Pirapora,Santa Fé de Minas,315760
MG,Pirapora,Várzea da Palma,317080
MG,Ponte Nova,Acaiaca,310040
MG,Ponte Nova,Alvinópolis,310230
MG,Ponte Nova,Amparo do Serra,310250
MG,Ponte Nova,Araponga,310370
MG,Ponte Nova,Barra Longa,310570
MG,Ponte Nova,Cajuri,311020
MG,Ponte Nova,Canaã,311170
MG,Ponte Nova,Diogo de Vasconcelos,312170
MG,Ponte Nova,Dom Silvério,312270
MG,Ponte Nova,Guaraciaba,312820
MG,Ponte Nova,Jequeri,313550
MG,Ponte Nova,Oratórios,314585
MG,Ponte Nova,Paula Cândido,314830
MG,Ponte Nova,Pedra do Anta,314880
MG,Ponte Nova,Piedade de Ponte Nova,315020
MG,Ponte Nova,Ponte Nova,315210
MG,Ponte Nova,Porto Firme,315230
MG,Ponte Nova,Raul Soares,315400
MG,Ponte Nova,Rio Casca,315490
MG,Ponte Nova,Rio Doce,315500
MG,Ponte Nova,Santa Cruz do Escalvado,315740
MG,Ponte Nova,Santo Antônio do Grama,316010
MG,Ponte Nova,São José do Goiabal,316340
MG,Ponte Nova,São Miguel do Anta,316380
MG,Ponte Nova,São Pedro dos Ferros,316400
MG,Ponte Nova,Sem-Peixe,316556
MG,Ponte Nova,Teixeiras,316850
MG,Ponte Nova,Urucânia,317050
MG,Ponte Nova,Viçosa,317130
MG,Pouso Alegre,Albertina,310140
MG,Pouso Alegre,Andradas,310260
MG,Pouso Alegre,Bom Repouso,310790
MG,Pouso Alegre,Borda da Mata,310830
MG,Pouso Alegre,Brasópolis,310890
MG,Pouso Alegre,Bueno Brandão,310910
MG,Pouso Alegre,Cachoeira de Minas,310970
MG,Pouso Alegre,Caldas,311030
MG,Pouso Alegre,Camanducaia,311050
MG,Pouso Alegre,Cambuí,311060
MG,Pouso Alegre,Careaçu,311360
MG,Pouso Alegre,Conceição das Pedras,311720
MG,Pouso Alegre,Conceição dos Ouros,311780
MG,Pouso Alegre,Congonhal,311790
MG,Pouso Alegre,Consolação,311850
MG,Pouso Alegre,Córrego do Bom Jesus,311990
MG,Pouso Alegre,Delfim Moreira,312110
MG,Pouso Alegre,Espírito Santo do Dourado,312440
MG,Pouso Alegre,Estiva,312450
MG,Pouso Alegre,Extrema,312510
MG,Pouso Alegre,Gonçalves,312740
MG,Pouso Alegre,Heliodora,312920
MG,Pouso Alegre,Ibitiúra de Minas,312990
MG,Pouso Alegre,Inconfidentes,313060
MG,Pouso Alegre,Ipuiúna,313150
MG,Pouso Alegre,Itajubá,313240
MG,Pouso Alegre,Itapeva,313360
MG,Pouso Alegre,Jacutinga,313490
MG,Pouso Alegre,Maria da Fé,313990
MG,Pouso Alegre,Marmelópolis,314040
MG,Pouso Alegre,Monte Sião,314340
MG,Pouso Alegre,Munhoz,314380
MG,Pouso Alegre,Natércia,314440
MG,Pouso Alegre,Ouro Fino,314600
MG,Pouso Alegre,Paraisópolis,314730
MG,Pouso Alegre,Pedralva,314910
MG,Pouso Alegre,Piranguçu,315090
MG,Pouso Alegre,Piranguinho,315100
MG,Pouso Alegre,Poços de Caldas,315180
MG,Pouso Alegre,Pouso Alegre,315250
MG,Pouso Alegre,Santa Rita de Caldas,315920
MG,Pouso Alegre,Santa Rita do Sapucaí,315960
MG,Pouso Alegre,São Gonçalo do Sapucaí,316200
MG,Pouso Alegre,São João da Mata,316230
MG,Pouso Alegre,São José do Alegre,316320
MG,Pouso Alegre,São Sebastião da Bela Vista,316440
MG,Pouso Alegre,Sapucaí-Mirim,316540
MG,Pouso Alegre,Senador Amaral,316557
MG,Pouso Alegre,Senador José Bento,316580
MG,Pouso Alegre,Silvianópolis,316740
MG,Pouso Alegre,Tocos do Moji,316905
MG,Pouso Alegre,Toledo,316910
MG,Pouso Alegre,Turvolândia,316980
MG,Pouso Alegre,Wenceslau Braz,317220
MG,São João Del Rei,Barroso,310590
MG,São João Del Rei,Conceição da Barra de Minas,311520
MG,São João Del Rei,Coronel Xavier Chaves,311970
MG,São João Del Rei,Desterro de Entre Rios,312140
MG,São João Del Rei,Dores de Campos,312300
MG,São João Del Rei,Entre Rios de Minas,312390
MG,São João Del Rei,Ibituruna,313000
MG,São João Del Rei,Lagoa Dourada,313740
MG,São João Del Rei,Madre de Deus de Minas,313910
MG,São João Del Rei,Nazareno,314450
MG,São João Del Rei,Piedade do Rio Grande,315030
MG,São João Del Rei,Prados,315270
MG,São João Del Rei,Resende Costa,315420
MG,São João Del Rei,Ritápolis,315610
MG,São João Del Rei,Santa Cruz de Minas,315733
MG,São João Del Rei,São João del Rei,316250
MG,São João Del Rei,São Tiago,316500
MG,São João Del Rei,São Vicente de Minas,316530
MG,São João Del Rei,Tiradentes,316880
MG,Sete Lagoas,Abaeté,310020
MG,Sete Lagoas,Araçaí,310320
MG,Sete Lagoas,Augusto de Lima,310480
MG,Sete Lagoas,Baldim,310500
MG,Sete Lagoas,Biquinhas,310700
MG,Sete Lagoas,Buenópolis,310920
MG,Sete Lagoas,Cachoeira da Prata,310960
MG,Sete Lagoas,Caetanópolis,310990
MG,Sete Lagoas,Capim Branco,311250
MG,Sete Lagoas,Cedro do Abaeté,311560
MG,Sete Lagoas,Cordisburgo,311890
MG,Sete Lagoas,Corinto,311910
MG,Sete Lagoas,Curvelo,312090
MG,Sete Lagoas,Felixlândia,312570
MG,Sete Lagoas,Fortuna de Minas,312640
